Region,County,First Dose,Series Complete,Report as of
Capital Region,Albany,32750,13782,02/06/2021
Western New York,Allegany,2639,1050,02/06/2021
New York City,Bronx,76713,24157,02/06/2021
Southern Tier,Broome,22077,7290,02/06/2021
Western New York,Cattaraugus,5505,2152,02/06/2021
Central New York,Cayuga,8215,2609,02/06/2021
Western New York,Chautauqua,10349,3477,02/06/2021
Southern Tier,Chemung,7929,2815,02/06/2021
Southern Tier,Chenango,3900,1327,02/06/2021
North Country,Clinton,12382,3466,02/06/2021
Capital Region,Columbia,5666,1768,02/06/2021
Central New York,Cortland,4090,1417,02/06/2021
Southern Tier,Delaware,2842,957,02/06/2021
Mid-Hudson,Dutchess,21791,8433,02/06/2021
Western New York,Erie,95945,33917,02/06/2021
North Country,Essex,5209,1420,02/06/2021
North Country,Franklin,6710,2288,02/06/2021
Mohawk Valley,Fulton,4516,1814,02/06/2021
Finger Lakes,Genesee,5449,1511,02/06/2021
Capital Region,Greene,3987,1069,02/06/2021
North Country,Hamilton,1369,191,02/06/2021
Mohawk Valley,Herkimer,6897,1955,02/06/2021
North Country,Jefferson,11350,4037,02/06/2021
New York City,Kings,143340,37633,02/06/2021
North Country,Lewis,2972,863,02/06/2021
Finger Lakes,Livingston,6871,2428,02/06/2021
Central New York,Madison,7480,2850,02/06/2021
Finger Lakes,Monroe,76428,29612,02/06/2021
Mohawk Valley,Montgomery,4936,2087,02/06/2021
Long Island,Nassau,156688,53036,02/06/2021
New York City,New York,175071,53706,02/06/2021
Western New York,Niagara,20221,6749,02/06/2021
Mohawk Valley,Oneida,27243,9716,02/06/2021
Central New York,Onondaga,58882,17773,02/06/2021
Finger Lakes,Ontario,12301,4342,02/06/2021
Mid-Hudson,Orange,21942,9225,02/06/2021
Finger Lakes,Orleans,2699,851,02/06/2021
Central New York,Oswego,12031,3119,02/06/2021
Mohawk Valley,Otsego,6571,2928,02/06/2021
Mid-Hudson,Putnam,8597,3079,02/06/2021
New York City,Queens,162088,44076,02/06/2021
Capital Region,Rensselaer,17010,5938,02/06/2021
New York City,Richmond,46805,11158,02/06/2021
Mid-Hudson,Rockland,29750,9150,02/06/2021
Capital Region,Saratoga,25163,9861,02/06/2021
Capital Region,Schenectady,15545,6308,02/06/2021
Mohawk Valley,Schoharie,2203,696,02/06/2021
Southern Tier,Schuyler,1832,722,02/06/2021
Finger Lakes,Seneca,3171,740,02/06/2021
North Country,St. Lawrence,16875,4831,02/06/2021
Southern Tier,Steuben,6806,2221,02/06/2021
Long Island,Suffolk,130713,51093,02/06/2021
Mid-Hudson,Sullivan,5532,2198,02/06/2021
Southern Tier,Tioga,3422,1256,02/06/2021
Southern Tier,Tompkins,9309,3225,02/06/2021
Mid-Hudson,Ulster,15296,5169,02/06/2021
Capital Region,Warren,7229,2832,02/06/2021
Capital Region,Washington,4745,1776,02/06/2021
Finger Lakes,Wayne,8026,2656,02/06/2021
Mid-Hudson,Westchester,100657,38024,02/06/2021
Finger Lakes,Wyoming,3351,1295,02/06/2021
Finger Lakes,Yates,2274,657,02/06/2021
Capital Region,Albany,33733,14468,02/07/2021
Western New York,Allegany,2645,1051,02/07/2021
New York City,Bronx,77479,25100,02/07/2021
Southern Tier,Broome,22423,7359,02/07/2021
Western New York,Cattaraugus,5542,2155,02/07/2021
Central New York,Cayuga,8288,2648,02/07/2021
Western New York,Chautauqua,10432,3534,02/07/2021
Southern Tier,Chemung,8000,3092,02/07/2021
Southern Tier,Chenango,3937,1337,02/07/2021
North Country,Clinton,12548,3478,02/07/2021
Capital Region,Columbia,5777,1872,02/07/2021
Central New York,Cortland,4167,1431,02/07/2021
Southern Tier,Delaware,2867,958,02/07/2021
Mid-Hudson,Dutchess,22090,8595,02/07/2021
Western New York,Erie,96897,34166,02/07/2021
North Country,Essex,5283,1425,02/07/2021
North Country,Franklin,6803,2297,02/07/2021
Mohawk Valley,Fulton,4584,1896,02/07/2021
Finger Lakes,Genesee,5476,1514,02/07/2021
Capital Region,Greene,4029,1089,02/07/2021
North Country,Hamilton,1396,195,02/07/2021
Mohawk Valley,Herkimer,6991,2011,02/07/2021
North Country,Jefferson,11472,4043,02/07/2021
New York City,Kings,146225,39291,02/07/2021
North Country,Lewis,2978,864,02/07/2021
Finger Lakes,Livingston,6900,2458,02/07/2021
Central New York,Madison,7580,2939,02/07/2021
Finger Lakes,Monroe,77348,30269,02/07/2021
Mohawk Valley,Montgomery,5079,2111,02/07/2021
Long Island,Nassau,158219,54628,02/07/2021
New York City,New York,177202,55718,02/07/2021
Western New York,Niagara,20385,6796,02/07/2021
Mohawk Valley,Oneida,27800,10202,02/07/2021
Central New York,Onondaga,59814,18501,02/07/2021
Finger Lakes,Ontario,12416,4428,02/07/2021
Mid-Hudson,Orange,22467,9479,02/07/2021
Finger Lakes,Orleans,2738,852,02/07/2021
Central New York,Oswego,12109,3196,02/07/2021
Mohawk Valley,Otsego,6649,2942,02/07/2021
Mid-Hudson,Putnam,8722,3155,02/07/2021
New York City,Queens,165334,46198,02/07/2021
Capital Region,Rensselaer,17342,6283,02/07/2021
New York City,Richmond,47860,11670,02/07/2021
Mid-Hudson,Rockland,30269,9822,02/07/2021
Capital Region,Saratoga,25569,10218,02/07/2021
Capital Region,Schenectady,15809,6625,02/07/2021
Mohawk Valley,Schoharie,2226,712,02/07/2021
Southern Tier,Schuyler,1877,733,02/07/2021
Finger Lakes,Seneca,3190,745,02/07/2021
North Country,St. Lawrence,17092,4903,02/07/2021
Southern Tier,Steuben,6822,2310,02/07/2021
Long Island,Suffolk,131463,52159,02/07/2021
Mid-Hudson,Sullivan,5617,2215,02/07/2021
Southern Tier,Tioga,3513,1275,02/07/2021
Southern Tier,Tompkins,9956,3241,02/07/2021
Mid-Hudson,Ulster,15414,5312,02/07/2021
Capital Region,Warren,7338,2859,02/07/2021
Capital Region,Washington,4801,1791,02/07/2021
Finger Lakes,Wayne,8072,2674,02/07/2021
Mid-Hudson,Westchester,102042,39952,02/07/2021
Finger Lakes,Wyoming,3427,1304,02/07/2021
Finger Lakes,Yates,2294,660,02/07/2021
Capital Region,Albany,34438,15427,02/08/2021
Western New York,Allegany,2659,1167,02/08/2021
New York City,Bronx,78913,27176,02/08/2021
Southern Tier,Broome,22892,7802,02/08/2021
Western New York,Cattaraugus,5581,2392,02/08/2021
Central New York,Cayuga,8411,2739,02/08/2021
Western New York,Chautauqua,10614,3732,02/08/2021
Southern Tier,Chemung,8085,3341,02/08/2021
Southern Tier,Chenango,4007,1390,02/08/2021
North Country,Clinton,12819,3840,02/08/2021
Capital Region,Columbia,5872,1960,02/08/2021
Central New York,Cortland,4245,1524,02/08/2021
Southern Tier,Delaware,2922,971,02/08/2021
Mid-Hudson,Dutchess,22780,9136,02/08/2021
Western New York,Erie,98414,36920,02/08/2021
North Country,Essex,5441,1494,02/08/2021
North Country,Franklin,6971,2478,02/08/2021
Mohawk Valley,Fulton,4645,1948,02/08/2021
Finger Lakes,Genesee,5534,1615,02/08/2021
Capital Region,Greene,4109,1131,02/08/2021
North Country,Hamilton,1403,200,02/08/2021
Mohawk Valley,Herkimer,7112,2124,02/08/2021
North Country,Jefferson,11714,4145,02/08/2021
New York City,Kings,149002,43735,02/08/2021
North Country,Lewis,3013,978,02/08/2021
Finger Lakes,Livingston,6937,2609,02/08/2021
Central New York,Madison,7798,3137,02/08/2021
Finger Lakes,Monroe,78719,31379,02/08/2021
Mohawk Valley,Montgomery,5133,2204,02/08/2021
Long Island,Nassau,164414,62069,02/08/2021
New York City,New York,179659,60656,02/08/2021
Western New York,Niagara,20675,7398,02/08/2021
Mohawk Valley,Oneida,28391,11176,02/08/2021
Central New York,Onondaga,60923,20320,02/08/2021
Finger Lakes,Ontario,12637,4627,02/08/2021
Mid-Hudson,Orange,22947,10082,02/08/2021
Finger Lakes,Orleans,2752,882,02/08/2021
Central New York,Oswego,12292,3424,02/08/2021
Mohawk Valley,Otsego,6788,2963,02/08/2021
Mid-Hudson,Putnam,9077,3711,02/08/2021
New York City,Queens,169867,51230,02/08/2021
Capital Region,Rensselaer,17669,6681,02/08/2021
New York City,Richmond,48697,12929,02/08/2021
Mid-Hudson,Rockland,31181,10671,02/08/2021
Capital Region,Saratoga,26010,10982,02/08/2021
Capital Region,Schenectady,16103,7195,02/08/2021
Mohawk Valley,Schoharie,2308,765,02/08/2021
Southern Tier,Schuyler,1884,756,02/08/2021
Finger Lakes,Seneca,3222,786,02/08/2021
North Country,St. Lawrence,17437,5534,02/08/2021
Southern Tier,Steuben,6897,2465,02/08/2021
Long Island,Suffolk,134780,57672,02/08/2021
Mid-Hudson,Sullivan,5664,2243,02/08/2021
Southern Tier,Tioga,3572,1353,02/08/2021
Southern Tier,Tompkins,10144,3637,02/08/2021
Mid-Hudson,Ulster,15608,5951,02/08/2021
Capital Region,Warren,7446,3056,02/08/2021
Capital Region,Washington,4876,1886,02/08/2021
Finger Lakes,Wayne,8210,2772,02/08/2021
Mid-Hudson,Westchester,104246,43421,02/08/2021
Finger Lakes,Wyoming,3441,1335,02/08/2021
Finger Lakes,Yates,2387,785,02/08/2021
Capital Region,Albany,35132,16052,02/09/2021
Western New York,Allegany,2678,1205,02/09/2021
New York City,Bronx,80874,29350,02/09/2021
Southern Tier,Broome,23387,8432,02/09/2021
Western New York,Cattaraugus,5641,2576,02/09/2021
Central New York,Cayuga,8565,2960,02/09/2021
Western New York,Chautauqua,10748,3978,02/09/2021
Southern Tier,Chemung,8228,3485,02/09/2021
Southern Tier,Chenango,4149,1425,02/09/2021
North Country,Clinton,13062,4444,02/09/2021
Capital Region,Columbia,5941,2069,02/09/2021
Central New York,Cortland,4327,1621,02/09/2021
Southern Tier,Delaware,2990,1010,02/09/2021
Mid-Hudson,Dutchess,23375,9755,02/09/2021
Western New York,Erie,99702,40878,02/09/2021
North Country,Essex,5545,1653,02/09/2021
North Country,Franklin,7138,2733,02/09/2021
Mohawk Valley,Fulton,4711,1986,02/09/2021
Finger Lakes,Genesee,5637,1733,02/09/2021
Capital Region,Greene,4172,1192,02/09/2021
North Country,Hamilton,1404,219,02/09/2021
Mohawk Valley,Herkimer,7264,2294,02/09/2021
North Country,Jefferson,12150,4353,02/09/2021
New York City,Kings,151732,48347,02/09/2021
North Country,Lewis,3064,1183,02/09/2021
Finger Lakes,Livingston,6993,2845,02/09/2021
Central New York,Madison,8149,3426,02/09/2021
Finger Lakes,Monroe,80050,32950,02/09/2021
Mohawk Valley,Montgomery,5226,2246,02/09/2021
Long Island,Nassau,167568,68470,02/09/2021
New York City,New York,182779,66031,02/09/2021
Western New York,Niagara,20912,8294,02/09/2021
Mohawk Valley,Oneida,28981,12123,02/09/2021
Central New York,Onondaga,61987,22150,02/09/2021
Finger Lakes,Ontario,12976,4970,02/09/2021
Mid-Hudson,Orange,23505,10940,02/09/2021
Finger Lakes,Orleans,2855,957,02/09/2021
Central New York,Oswego,12465,3641,02/09/2021
Mohawk Valley,Otsego,6880,3104,02/09/2021
Mid-Hudson,Putnam,9245,3953,02/09/2021
New York City,Queens,173081,56039,02/09/2021
Capital Region,Rensselaer,17938,7032,02/09/2021
New York City,Richmond,49403,14191,02/09/2021
Mid-Hudson,Rockland,31708,12260,02/09/2021
Capital Region,Saratoga,26618,11577,02/09/2021
Capital Region,Schenectady,16393,7522,02/09/2021
Mohawk Valley,Schoharie,2353,842,02/09/2021
Southern Tier,Schuyler,1899,769,02/09/2021
Finger Lakes,Seneca,3272,827,02/09/2021
North Country,St. Lawrence,17846,5955,02/09/2021
Southern Tier,Steuben,7063,2654,02/09/2021
Long Island,Suffolk,137678,61700,02/09/2021
Mid-Hudson,Sullivan,5710,2432,02/09/2021
Southern Tier,Tioga,3702,1488,02/09/2021
Southern Tier,Tompkins,10391,3674,02/09/2021
Mid-Hudson,Ulster,15890,6590,02/09/2021
Capital Region,Warren,7659,3300,02/09/2021
Capital Region,Washington,4965,2089,02/09/2021
Finger Lakes,Wayne,8317,3028,02/09/2021
Mid-Hudson,Westchester,106032,46519,02/09/2021
Finger Lakes,Wyoming,3457,1583,02/09/2021
Finger Lakes,Yates,2490,813,02/09/2021
Capital Region,Albany,36094,16881,02/10/2021
Western New York,Allegany,2789,1341,02/10/2021
New York City,Bronx,82623,31946,02/10/2021
Southern Tier,Broome,23830,8948,02/10/2021
Western New York,Cattaraugus,5834,2792,02/10/2021
Central New York,Cayuga,8748,3249,02/10/2021
Western New York,Chautauqua,10900,4505,02/10/2021
Southern Tier,Chemung,8574,3852,02/10/2021
Southern Tier,Chenango,4314,1451,02/10/2021
North Country,Clinton,13282,4794,02/10/2021
Capital Region,Columbia,6054,2384,02/10/2021
Central New York,Cortland,4405,1782,02/10/2021
Southern Tier,Delaware,3038,1068,02/10/2021
Mid-Hudson,Dutchess,23860,10360,02/10/2021
Western New York,Erie,100923,44305,02/10/2021
North Country,Essex,5729,1818,02/10/2021
North Country,Franklin,7265,2872,02/10/2021
Mohawk Valley,Fulton,4780,2194,02/10/2021
Finger Lakes,Genesee,5734,1903,02/10/2021
Capital Region,Greene,4235,1247,02/10/2021
North Country,Hamilton,1417,227,02/10/2021
Mohawk Valley,Herkimer,7470,2451,02/10/2021
North Country,Jefferson,12323,4480,02/10/2021
New York City,Kings,154846,53008,02/10/2021
North Country,Lewis,3106,1267,02/10/2021
Finger Lakes,Livingston,7123,2989,02/10/2021
Central New York,Madison,8453,3596,02/10/2021
Finger Lakes,Monroe,81093,35190,02/10/2021
Mohawk Valley,Montgomery,5325,2323,02/10/2021
Long Island,Nassau,170380,74372,02/10/2021
New York City,New York,186119,73020,02/10/2021
Western New York,Niagara,21344,9056,02/10/2021
Mohawk Valley,Oneida,29763,13018,02/10/2021
Central New York,Onondaga,63123,23588,02/10/2021
Finger Lakes,Ontario,13181,5648,02/10/2021
Mid-Hudson,Orange,24030,11724,02/10/2021
Finger Lakes,Orleans,2891,1066,02/10/2021
Central New York,Oswego,12635,3882,02/10/2021
Mohawk Valley,Otsego,7032,3234,02/10/2021
Mid-Hudson,Putnam,9506,4151,02/10/2021
New York City,Queens,176840,61339,02/10/2021
Capital Region,Rensselaer,18218,7388,02/10/2021
New York City,Richmond,51111,15737,02/10/2021
Mid-Hudson,Rockland,32628,13677,02/10/2021
Capital Region,Saratoga,27287,12164,02/10/2021
Capital Region,Schenectady,16705,7928,02/10/2021
Mohawk Valley,Schoharie,2379,904,02/10/2021
Southern Tier,Schuyler,1941,821,02/10/2021
Finger Lakes,Seneca,3307,917,02/10/2021
North Country,St. Lawrence,18204,6619,02/10/2021
Southern Tier,Steuben,7537,2896,02/10/2021
Long Island,Suffolk,140737,65959,02/10/2021
Mid-Hudson,Sullivan,5924,2967,02/10/2021
Southern Tier,Tioga,3777,1624,02/10/2021
Southern Tier,Tompkins,10589,4320,02/10/2021
Mid-Hudson,Ulster,16243,7338,02/10/2021
Capital Region,Warren,7788,3499,02/10/2021
Capital Region,Washington,5024,2185,02/10/2021
Finger Lakes,Wayne,8410,3231,02/10/2021
Mid-Hudson,Westchester,108478,49769,02/10/2021
Finger Lakes,Wyoming,3585,1711,02/10/2021
Finger Lakes,Yates,2547,864,02/10/2021
Capital Region,Albany,37670,17810,02/11/2021
Western New York,Allegany,2904,1417,02/11/2021
New York City,Bronx,84547,34830,02/11/2021
Southern Tier,Broome,24982,9587,02/11/2021
Western New York,Cattaraugus,6132,2959,02/11/2021
Central New York,Cayuga,9201,3400,02/11/2021
Western New York,Chautauqua,11446,4833,02/11/2021
Southern Tier,Chemung,8748,4258,02/11/2021
Southern Tier,Chenango,4465,1535,02/11/2021
North Country,Clinton,13925,5591,02/11/2021
Capital Region,Columbia,6273,2628,02/11/2021
Central New York,Cortland,4850,1968,02/11/2021
Southern Tier,Delaware,3177,1136,02/11/2021
Mid-Hudson,Dutchess,24841,11459,02/11/2021
Western New York,Erie,102536,48422,02/11/2021
North Country,Essex,5913,2169,02/11/2021
North Country,Franklin,7505,3228,02/11/2021
Mohawk Valley,Fulton,4975,2331,02/11/2021
Finger Lakes,Genesee,5879,2150,02/11/2021
Capital Region,Greene,4456,1328,02/11/2021
North Country,Hamilton,1467,378,02/11/2021
Mohawk Valley,Herkimer,7792,2676,02/11/2021
North Country,Jefferson,12939,4807,02/11/2021
New York City,Kings,160596,57829,02/11/2021
North Country,Lewis,3184,1524,02/11/2021
Finger Lakes,Livingston,7394,3324,02/11/2021
Central New York,Madison,8760,3778,02/11/2021
Finger Lakes,Monroe,82594,37631,02/11/2021
Mohawk Valley,Montgomery,5531,2426,02/11/2021
Long Island,Nassau,174878,80524,02/11/2021
New York City,New York,190364,80821,02/11/2021
Western New York,Niagara,21620,9468,02/11/2021
Mohawk Valley,Oneida,31083,13708,02/11/2021
Central New York,Onondaga,65109,25047,02/11/2021
Finger Lakes,Ontario,13794,6178,02/11/2021
Mid-Hudson,Orange,25628,12429,02/11/2021
Finger Lakes,Orleans,2997,1180,02/11/2021
Central New York,Oswego,13093,4717,02/11/2021
Mohawk Valley,Otsego,7178,3385,02/11/2021
Mid-Hudson,Putnam,9937,4585,02/11/2021
New York City,Queens,183348,67514,02/11/2021
Capital Region,Rensselaer,18620,7797,02/11/2021
New York City,Richmond,52906,17487,02/11/2021
Mid-Hudson,Rockland,33878,14646,02/11/2021
Capital Region,Saratoga,28169,13061,02/11/2021
Capital Region,Schenectady,17200,8333,02/11/2021
Mohawk Valley,Schoharie,2485,1027,02/11/2021
Southern Tier,Schuyler,2015,901,02/11/2021
Finger Lakes,Seneca,3415,983,02/11/2021
North Country,St. Lawrence,18600,7177,02/11/2021
Southern Tier,Steuben,7742,3330,02/11/2021
Long Island,Suffolk,145126,69746,02/11/2021
Mid-Hudson,Sullivan,6076,3045,02/11/2021
Southern Tier,Tioga,3922,1732,02/11/2021
Southern Tier,Tompkins,10868,5123,02/11/2021
Mid-Hudson,Ulster,17005,8363,02/11/2021
Capital Region,Warren,7996,3841,02/11/2021
Capital Region,Washington,5142,2297,02/11/2021
Finger Lakes,Wayne,8627,3923,02/11/2021
Mid-Hudson,Westchester,111756,53584,02/11/2021
Finger Lakes,Wyoming,3719,1905,02/11/2021
Finger Lakes,Yates,2773,1012,02/11/2021
Capital Region,Albany,38746,18763,02/12/2021
Western New York,Allegany,3094,1615,02/12/2021
New York City,Bronx,86734,37946,02/12/2021
Southern Tier,Broome,25692,10446,02/12/2021
Western New York,Cattaraugus,6323,3114,02/12/2021
Central New York,Cayuga,9498,3607,02/12/2021
Western New York,Chautauqua,11704,5587,02/12/2021
Southern Tier,Chemung,9176,4638,02/12/2021
Southern Tier,Chenango,4720,1713,02/12/2021
North Country,Clinton,14427,6013,02/12/2021
Capital Region,Columbia,6592,3025,02/12/2021
Central New York,Cortland,4987,2130,02/12/2021
Southern Tier,Delaware,3276,1289,02/12/2021
Mid-Hudson,Dutchess,25540,11942,02/12/2021
Western New York,Erie,104753,52631,02/12/2021
North Country,Essex,6118,2327,02/12/2021
North Country,Franklin,7910,3422,02/12/2021
Mohawk Valley,Fulton,5108,2456,02/12/2021
Finger Lakes,Genesee,6070,2480,02/12/2021
Capital Region,Greene,4554,1379,02/12/2021
North Country,Hamilton,1508,449,02/12/2021
Mohawk Valley,Herkimer,7988,2979,02/12/2021
North Country,Jefferson,13319,5067,02/12/2021
New York City,Kings,167046,62306,02/12/2021
North Country,Lewis,3353,1559,02/12/2021
Finger Lakes,Livingston,7542,3830,02/12/2021
Central New York,Madison,8999,3963,02/12/2021
Finger Lakes,Monroe,85224,41351,02/12/2021
Mohawk Valley,Montgomery,5682,2597,02/12/2021
Long Island,Nassau,182167,88571,02/12/2021
New York City,New York,194955,88592,02/12/2021
Western New York,Niagara,21895,9879,02/12/2021
Mohawk Valley,Oneida,31978,14643,02/12/2021
Central New York,Onondaga,66395,26932,02/12/2021
Finger Lakes,Ontario,14326,6847,02/12/2021
Mid-Hudson,Orange,26012,13259,02/12/2021
Finger Lakes,Orleans,3044,1277,02/12/2021
Central New York,Oswego,13363,5600,02/12/2021
Mohawk Valley,Otsego,7453,3831,02/12/2021
Mid-Hudson,Putnam,10165,4847,02/12/2021
New York City,Queens,190633,74085,02/12/2021
Capital Region,Rensselaer,19410,8407,02/12/2021
New York City,Richmond,54623,18682,02/12/2021
Mid-Hudson,Rockland,34562,15540,02/12/2021
Capital Region,Saratoga,29010,13976,02/12/2021
Capital Region,Schenectady,17802,8877,02/12/2021
Mohawk Valley,Schoharie,2629,1104,02/12/2021
Southern Tier,Schuyler,2033,1097,02/12/2021
Finger Lakes,Seneca,3617,1076,02/12/2021
North Country,St. Lawrence,19191,7737,02/12/2021
Southern Tier,Steuben,7916,3807,02/12/2021
Long Island,Suffolk,150511,74381,02/12/2021
Mid-Hudson,Sullivan,6436,3142,02/12/2021
Southern Tier,Tioga,4035,1826,02/12/2021
Southern Tier,Tompkins,11080,5679,02/12/2021
Mid-Hudson,Ulster,17515,8697,02/12/2021
Capital Region,Warren,8168,4184,02/12/2021
Capital Region,Washington,5246,2407,02/12/2021
Finger Lakes,Wayne,9034,4276,02/12/2021
Mid-Hudson,Westchester,114129,57293,02/12/2021
Finger Lakes,Wyoming,3897,2051,02/12/2021
Finger Lakes,Yates,2841,1087,02/12/2021
Capital Region,Albany,39269,19623,02/13/2021
Western New York,Allegany,3126,1649,02/13/2021
New York City,Bronx,88435,39687,02/13/2021
Southern Tier,Broome,26044,10837,02/13/2021
Western New York,Cattaraugus,6368,3321,02/13/2021
Central New York,Cayuga,9649,4179,02/13/2021
Western New York,Chautauqua,11873,5762,02/13/2021
Southern Tier,Chemung,9285,4752,02/13/2021
Southern Tier,Chenango,4935,1756,02/13/2021
North Country,Clinton,14621,6319,02/13/2021
Capital Region,Columbia,6687,3215,02/13/2021
Central New York,Cortland,5040,2268,02/13/2021
Southern Tier,Delaware,3395,1390,02/13/2021
Mid-Hudson,Dutchess,26150,12388,02/13/2021
Western New York,Erie,106805,55853,02/13/2021
North Country,Essex,6275,2475,02/13/2021
North Country,Franklin,8055,3629,02/13/2021
Mohawk Valley,Fulton,5191,2507,02/13/2021
Finger Lakes,Genesee,6144,2647,02/13/2021
